id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
20035612,"Private room in central harlem",59764159,Shakeria,MANHATTAN,Harlem,40.812540,-73.942040,"Private room",55,3,1,2017-08-24,0.04,1,0
20035645,"Basement studio apt in a quiet area close to all",142312133,Ella,QUEENS,"Forest hills",40.733620,-73.847470,"Entire home/apt",69,2,51,2019-01-05,2.15,1,0
20035842,"Girls only romantic, antique, & cozy room",131767309,K,MANHATTAN,"Two bridges",40.711380,-73.996350,"Private room",35,1,2,2018-01-01,0.11,1,0
20040994,"Private room in 3br apt in west village",29750315,Myles,MANHATTAN,"West village",40.733100,-74.010220,"Private room",108,3,3,2017-08-31,0.13,1,0
20044214,"Home away from home",19474504,Zam,BROOKLYN,Bedford-stuyvesant,40.682660,-73.943210,"Entire home/apt",100,1,3,2017-09-08,0.13,1,0
20044802,"Ag's palace 3",121612198,Maura,BROOKLYN,Canarsie,40.641380,-73.914880,"Private room",75,1,11,2019-06-13,0.48,4,347
20045444,"A lovely getaway apt in upper manhattan!!",24559370,Gabrielle,MANHATTAN,"Washington heights",40.854970,-73.934690,"Entire home/apt",99,3,11,2018-08-26,0.47,2,0
20045641,"Modern private room in prime williamsburg!",48851196,Ilya,BROOKLYN,Williamsburg,40.710420,-73.947440,"Private room",80,25,0,2000-01-01,0.00,1,0
20047896,"Clinton hill apartment with large private balcony",27559992,Sarah,BROOKLYN,"Clinton hill",40.693940,-73.969180,"Entire home/apt",158,2,97,2019-06-19,4.19,1,28
20048459,"Private room in bedstuy",41827222,Michael,BROOKLYN,Bedford-stuyvesant,40.694160,-73.951170,"Private room",50,1,5,2017-08-25,0.21,2,0
20048909,"Cozy west village apartment",14680684,Catherine,MANHATTAN,"West village",40.738480,-74.005030,"Entire home/apt",250,5,5,2018-11-05,0.27,1,0
20049161,"Williamsburg loft - private room",2612106,Emil,BROOKLYN,Williamsburg,40.718620,-73.945790,"Private room",100,5,0,2000-01-01,0.00,1,0
20049857,"Pre-war brownstone 2 blocks from central park",142442839,Elizabeth,MANHATTAN,"Upper west side",40.785610,-73.976370,"Entire home/apt",299,3,57,2019-06-30,2.57,1,116
20051059,"East village gem",16547637,Sarah,MANHATTAN,"East village",40.727750,-73.982530,"Private room",65,2,1,2017-08-15,0.04,1,0
20051114,"Steps to central park: spacious and cozy uws 1br",9851499,Diana,MANHATTAN,"Upper west side",40.782840,-73.972030,"Entire home/apt",175,1,0,2000-01-01,0.00,1,0
20052107,"Cozy 1bd apartment in brooklyn prospect lefferts",9215302,Diana,BROOKLYN,"Prospect-lefferts gardens",40.655580,-73.956000,"Entire home/apt",90,2,6,2017-08-31,0.26,1,0
20053253,"Luxurious apartment-private bed & private bathroom",74314960,Cristina,BROOKLYN,Bedford-stuyvesant,40.691820,-73.943600,"Private room",120,2,82,2019-06-23,3.52,2,0
20053839,"Greenpoint guesthouse with 2 private patios",142483517,Andy,BROOKLYN,Greenpoint,40.728540,-73.956270,"Entire home/apt",150,3,27,2019-06-13,1.22,1,25
20054293,"Cozy spacious room in lic with backyard and bath",63235915,Shen,QUEENS,"Long island city",40.760240,-73.940910,"Private room",61,3,1,2017-08-01,0.04,1,0
20054294,"Sunny room in lovely modern building",11307033,Devon,MANHATTAN,"East village",40.724080,-73.977530,"Private room",175,1,68,2019-05-12,2.89,2,22
20054400,"Clean, spacious place on a tree-lined street",142078178,Melody,BROOKLYN,"Crown heights",40.669530,-73.949300,"Entire home/apt",150,2,1,2017-07-30,0.04,1,0
20054438,"Bright bedroom",142486709,Antonia,QUEENS,Astoria,40.758150,-73.911430,"Private room",80,3,35,2019-06-08,1.50,1,154
20055242,"Loring estate",142465460,Yvette,BROOKLYN,"East new york",40.666450,-73.859230,"Entire home/apt",100,14,27,2019-06-16,1.67,1,81
20055311,"Cozy basement apartment near rumc hospital",318899,Krystal,"STATEN ISLAND","West brighton",40.634710,-74.109420,"Entire home/apt",75,1,9,2019-06-07,0.45,1,175
20055581,"Wingate manhattan midtown (#2)",139259102,Celeste,MANHATTAN,Midtown,40.752110,-73.992280,"Private room",500,1,1,2018-01-01,0.05,2,0
20055786,"Fully equipped apartment on perfect location",142502018,Steve,QUEENS,Elmhurst,40.735500,-73.881310,"Entire home/apt",115,7,4,2018-09-19,0.18,1,0
20055944,"Cozy centrally located room in the east village",3666809,Mercy,MANHATTAN,"East village",40.729620,-73.984490,"Private room",150,1,6,2018-04-09,0.36,1,0
20056034,"Charming studio in the heart of astoria",27468780,Maja,QUEENS,Astoria,40.761890,-73.923320,"Entire home/apt",110,4,6,2019-06-11,0.30,1,0
20056328,"Beautiful 1 bedroom near central park/times square",3006848,Joannie,MANHATTAN,"Hell's kitchen",40.764940,-73.984670,"Private room",160,2,2,2017-08-20,0.09,1,0
20056579,"Beautiful, spacious 1-bedroom in the east village",142516320,Saimon,MANHATTAN,"East village",40.730010,-73.984110,"Entire home/apt",230,5,1,2018-09-28,0.11,1,0
20056846,"Sunny and spacious apartment in astoria",3841371,Catherine,QUEENS,Astoria,40.770100,-73.929700,"Entire home/apt",120,2,2,2017-08-26,0.09,1,0
20057317,"Cozy well decorated/located studio in astoria",60370951,Emanuella,QUEENS,Astoria,40.772970,-73.922530,"Entire home/apt",110,2,33,2019-06-20,1.49,2,305
20057450,"Single apt,near dnr train,fast travel to manhatan",135731332,Sky,BROOKLYN,"Sunset park",40.650040,-74.001080,"Entire home/apt",80,3,46,2019-06-16,2.19,1,195
20057851,"**irresistible jewel**",14408045,Alex,MANHATTAN,"Murray hill",40.747420,-73.977500,"Entire home/apt",199,3,27,2018-10-26,1.21,1,0
20058138,"Large, quiet luxury home in manhattan",134284480,Tiiu,MANHATTAN,"Hell's kitchen",40.759550,-73.997380,"Entire home/apt",280,3,92,2019-06-27,4.13,1,69
20066576,"1 bedroom in the heart of the lower east side",56256469,Steven,MANHATTAN,"Lower east side",40.719100,-73.984310,"Entire home/apt",140,3,4,2017-09-04,0.17,1,0
20067361,"Private bedroom available in bed stuy, brooklyn",31883068,Will,BROOKLYN,Bedford-stuyvesant,40.695450,-73.948290,"Private room",50,7,8,2019-04-16,0.34,1,188
20070087,"Private bedstuy bedroom",105075265,Richard,BROOKLYN,Bedford-stuyvesant,40.695120,-73.951110,"Private room",40,1,0,2000-01-01,0.00,1,0
20070187,"Artist's abode across from prospect park",10595388,Victoria,BROOKLYN,"Crown heights",40.672010,-73.959300,"Entire home/apt",200,1,25,2019-07-01,1.07,1,2
20070296,"Stunning brooklyn heights house, manhattan 5 mins",5173627,Tara,BROOKLYN,"Brooklyn heights",40.701360,-73.993720,"Entire home/apt",1000,2,24,2019-03-24,1.01,1,240
20070549,"Bklyn private room and private bathrm by f,g train",14898658,Chadanut,BROOKLYN,Kensington,40.642930,-73.980430,"Private room",56,1,58,2019-01-01,2.48,11,16
20071095,"Residential area in the heart of queens",62258958,Kusang,QUEENS,"East elmhurst",40.757040,-73.890060,"Private room",80,1,27,2018-12-18,1.19,1,95
20071750,"Huge duplex with yard - 15 mins to manhattan!",3309814,Monica,BROOKLYN,Bushwick,40.699830,-73.928140,"Entire home/apt",154,3,0,2000-01-01,0.00,1,0
20071791,"The real brooklyn experience in greenpoint!",6026276,Janelle,BROOKLYN,Greenpoint,40.737680,-73.957410,"Private room",63,7,0,2000-01-01,0.00,1,0
20073605,"1 bedroom in a charming and cozy apartment in bk.",23299635,Illyse,BROOKLYN,Williamsburg,40.711810,-73.952350,"Private room",125,2,0,2000-01-01,0.00,1,0
20073959,"Crown heights guest house 2l",74541079,Abraham,BROOKLYN,"Crown heights",40.669660,-73.937190,"Entire home/apt",99,3,39,2019-07-07,1.72,9,91
20073965,"Neat upper east apartment just for you",33683624,Jorge,MANHATTAN,"Upper east side",40.776990,-73.952400,"Entire home/apt",265,1,0,2000-01-01,0.00,1,0
20074223,"Green oasis in east williamsburg",38250741,Erin,BROOKLYN,Williamsburg,40.706940,-73.945110,"Private room",65,2,2,2017-10-16,0.09,1,0
20075554,"Crown heights guest house 2l2r",74541079,Abraham,BROOKLYN,"Crown heights",40.668880,-73.936380,"Entire home/apt",199,3,5,2019-06-09,0.42,9,72
20075580,"Kew gardens",5016524,Darshan,QUEENS,"Forest hills",40.713950,-73.831860,"Private room",45,1,2,2017-08-12,0.09,1,0
20076056,"Cozy room in upper-east side tower",67127998,Mark,MANHATTAN,"Upper east side",40.781100,-73.950030,"Private room",69,20,3,2018-06-23,0.13,1,0
20082404,"Charming room in mid-century comfort and quiet.",4391397,Eva,BROOKLYN,"Windsor terrace",40.658140,-73.984950,"Private room",65,1,35,2019-07-01,1.57,2,130
20084595,"Upper west side town house apartment",15547192,Bryan,MANHATTAN,"Upper west side",40.788600,-73.970880,"Entire home/apt",82,7,0,2000-01-01,0.00,1,0
20085006,"Bright & beautiful brooklyn boudoir and more! ☺",142590597,Joica,BROOKLYN,"East new york",40.672960,-73.874350,"Entire home/apt",249,1,7,2019-05-21,0.38,6,177
20085460,"Beautiful large 2 bed apartment near columbia u",21594748,Gabriel,MANHATTAN,"Morningside heights",40.807000,-73.964520,"Entire home/apt",220,2,6,2018-03-19,0.27,2,0
20085462,"Sunny 1 bedroom in heart of brooklyn!",89691323,Felipe,BROOKLYN,"Crown heights",40.672290,-73.942820,"Entire home/apt",95,5,3,2018-05-03,0.14,1,20
20085472,"Prime bushwick location w/ washer/dryer + rooftop!",26558906,Emily,BROOKLYN,Bushwick,40.702520,-73.914470,"Private room",34,3,7,2019-07-03,0.35,1,71
20086190,"Fabulous and peaceful retreat in brooklyn",28695008,Danielle,BROOKLYN,Bedford-stuyvesant,40.688380,-73.956490,"Entire home/apt",190,5,24,2018-12-08,1.11,1,215
20086201,"Great east village one bedroom",32057251,Alexander,MANHATTAN,"East village",40.729820,-73.981780,"Entire home/apt",160,2,0,2000-01-01,0.00,1,0
20087455,"The dream room (private room)",142812843,Eugene,MANHATTAN,"East harlem",40.789580,-73.937920,"Private room",85,1,10,2017-12-03,0.43,2,0
20089288,"#4 cozy and bright room, 30 minutes to manhattan",619942,"Stacy & simon",BROOKLYN,"Cypress hills",40.688630,-73.870600,"Private room",38,30,43,2019-06-01,1.87,6,193
20089471,"Bargain! amazing location orchard st in the les",2174446,Tessa,MANHATTAN,Chinatown,40.716740,-73.990790,"Private room",58,3,1,2017-08-20,0.04,1,0
20089597,"Time square private studio",51445545,Jake,MANHATTAN,Midtown,40.753470,-73.985670,"Entire home/apt",179,2,117,2019-06-20,4.94,1,235
20089645,"近jfk 机场和地铁",107272884,"Lynn l",QUEENS,"Richmond hill",40.696120,-73.846990,"Private room",40,1,56,2019-05-26,2.37,4,164
20089962,"Cozy room weekly , 35 minutes far to manhattan",142851497,Selçuk,BROOKLYN,"Sheepshead bay",40.586320,-73.953350,"Private room",45,7,34,2019-05-23,1.47,1,36
20090389,"Studio at central park north with fast/easy travel everywhere in nyc!",142855897,Lydia,MANHATTAN,"East harlem",40.794960,-73.948820,"Entire home/apt",150,4,7,2018-09-30,0.56,1,0
20091705,"2  bedroom 1 bath  in midtown west",51501835,Jeniffer,MANHATTAN,"Hell's kitchen",40.764700,-73.993910,"Entire home/apt",200,30,2,2017-10-27,0.09,31,359
20091873,"Chic union square one bedroom",52530136,James,MANHATTAN,Gramercy,40.734090,-73.987030,"Entire home/apt",125,3,5,2018-02-19,0.23,1,0
20092176,"Large suite with private bathroom (15 min to city)",85330,Jean,QUEENS,"Forest hills",40.711800,-73.852850,"Private room",50,3,30,2019-07-01,1.28,3,220
20092369,"Private bedroom on ridgewood/bushwick border",4905474,Francheska,QUEENS,Ridgewood,40.700200,-73.905960,"Private room",60,2,0,2000-01-01,0.00,1,0
20092506,"Master room w own bathroom",142878742,Sam,MANHATTAN,"East harlem",40.790740,-73.942320,"Private room",70,1,172,2019-06-24,7.27,3,0
20092821,"Dream bedroom in the heart of downtown manhattan",23610188,Bess,MANHATTAN,Chinatown,40.714790,-73.999710,"Private room",88,1,1,2017-08-14,0.04,1,0
20094423,"Spacious west village mid-century modern loft",9216074,Reid,MANHATTAN,"West village",40.738250,-74.002690,"Entire home/apt",370,4,0,2000-01-01,0.00,1,0
20096504,"Beautiful & sunny private bedroom upper manhattan",142925986,Ariana,MANHATTAN,Harlem,40.826240,-73.939250,"Private room",100,3,0,2000-01-01,0.00,1,125
20103452,"Upper east side apartment",95734400,Jack,MANHATTAN,"Upper east side",40.770420,-73.949180,"Entire home/apt",122,1,4,2017-08-28,0.17,1,0
20111316,"Home away from home",15758568,Mike,BROOKLYN,Bedford-stuyvesant,40.681210,-73.944710,"Private room",50,2,17,2019-06-24,0.76,1,89
20111383,"Cozy comfortable apartment share with sleeper sofa",18547000,Rusty,QUEENS,Astoria,40.770370,-73.924170,"Shared room",60,3,28,2019-07-07,2.26,1,248
20112687,"Awesome privat room+privat bathroom in bushwick",41861163,Vivian,BROOKLYN,Bushwick,40.695210,-73.909590,"Private room",50,7,0,2000-01-01,0.00,1,0
20115612,"Spacious private room near central park",142878742,Sam,MANHATTAN,"East harlem",40.790120,-73.943330,"Private room",60,1,163,2019-06-21,6.90,3,61
20118160,"Big guest room,queen bed,cozy decoration apartment",142997033,Ozge,BROOKLYN,"Sheepshead bay",40.594490,-73.951660,"Private room",53,2,9,2019-07-05,2.87,1,357
20118387,"Zippy 2 bdrm apt. in artsy bushwick",15572977,Alayna,BROOKLYN,Bushwick,40.700500,-73.925540,"Entire home/apt",150,3,1,2017-08-23,0.04,1,0
20119459,"Comfortable medium size room in downtown new york",8962305,Cici,MANHATTAN,"Lower east side",40.713750,-73.989880,"Private room",75,5,3,2018-08-11,0.13,3,11
20119649,"Crown heights guests house 3l",74541079,Abraham,BROOKLYN,"Crown heights",40.670810,-73.936460,"Entire home/apt",129,3,24,2019-07-01,1.04,9,74
20120690,"Modern williamsburg penthouse",9691202,Julien,BROOKLYN,Williamsburg,40.718800,-73.942830,"Entire home/apt",250,7,10,2019-05-25,0.45,1,5
20120739,"Large bedroom plus in 2 bdr apartment uptown.",24559370,Gabrielle,MANHATTAN,"Washington heights",40.855500,-73.935170,"Private room",98,3,4,2018-09-04,0.17,2,0
20120848,"Gramercy park prewar studio w/ outdoor space",11822196,Melanie,MANHATTAN,Gramercy,40.737340,-73.985650,"Entire home/apt",99,3,10,2019-06-26,0.51,2,0
20120907,"Hip flat in the heart of astoria",46801421,Emily,QUEENS,Astoria,40.771330,-73.921190,"Entire home/apt",120,3,11,2019-01-01,0.48,1,6
20121308,"Spacious room w/private roof deck in shared apt",118883025,Apeksha,MANHATTAN,"Upper west side",40.781820,-73.979150,"Private room",120,1,141,2019-06-30,5.94,1,231
20121617,"Large room/private bathroom by prospect park",2802251,Cansu,BROOKLYN,Flatbush,40.649500,-73.964300,"Private room",60,2,2,2017-09-27,0.08,1,0
20121957,"Cozy bedroom in heart of whitestone/flushing",26298732,Mojgan,QUEENS,Flushing,40.774010,-73.801690,"Private room",89,1,0,2000-01-01,0.00,1,0
20124372,"Love manhattan 1
near to yanke stadium",143052745,Ociel,BRONX,"Mott haven",40.810050,-73.919770,"Private room",40,1,73,2019-05-29,3.16,4,51
20125262,"Chateau de lambert",66604973,Chris,BROOKLYN,Greenpoint,40.726460,-73.955980,"Entire home/apt",150,1,0,2000-01-01,0.00,1,0
20125722,"Ag's palace 4",121612198,Maura,BROOKLYN,Canarsie,40.643300,-73.913330,"Private room",89,1,2,2018-10-07,0.16,4,359
20127311,"Peaceful apartment",10112706,Luz,QUEENS,Ridgewood,40.707090,-73.894220,"Entire home/apt",49,2,59,2019-06-18,3.09,1,24
20130471,"Peaceful home in bedstuy",10010083,Amanda,BROOKLYN,Bedford-stuyvesant,40.683170,-73.935530,"Private room",60,3,26,2019-06-07,1.28,1,47
20131833,"Designer chelsea loft: 2 bedrooms, 2 bathrooms",24050287,Daniel,MANHATTAN,Chelsea,40.747070,-74.003320,"Entire home/apt",500,7,26,2019-05-23,1.25,1,214
20133468,"★ business getaway ★ cozy & warm | laptop friendly",131697576,Anisha,BRONX,"East morrisania",40.833360,-73.886360,"Private room",75,2,71,2019-06-22,3.00,4,358
20133862,"Cozy west 15th street studio, chelsea",22541573,Ken,MANHATTAN,Chelsea,40.741190,-73.999410,"Entire home/apt",169,30,0,2000-01-01,0.00,87,362
20134321,"1-br apartment in the heart of williamsburg",10128779,Joseph,BROOKLYN,Williamsburg,40.717590,-73.966410,"Entire home/apt",150,4,8,2019-04-29,0.35,1,0
20134453,"Modern 1 bedroom near union square & east village",8760900,Rory,MANHATTAN,"East village",40.732410,-73.987830,"Entire home/apt",120,3,41,2019-06-29,2.23,1,4
20134851,"Bright, airy loft in bushwick's street art scene",4305955,Brittany,BROOKLYN,Bushwick,40.705430,-73.923060,"Entire home/apt",165,4,12,2019-06-17,0.55,1,0
20135026,"Personal room/bathroom with large shared living",6971106,Michael,MANHATTAN,"Upper west side",40.799570,-73.969890,"Private room",72,3,4,2017-10-24,0.17,2,0
20135169,"New amazing apartment in washington heights",143181766,David,MANHATTAN,"Washington heights",40.852130,-73.933600,"Entire home/apt",120,3,32,2019-04-22,1.39,1,3
20135361,"Incredible views! zen-style residence in the sky",118695056,"Cameron & dione",BROOKLYN,"Downtown brooklyn",40.692010,-73.987130,"Entire home/apt",275,3,20,2019-05-15,0.96,2,35
20135558,"Awesome newly renovated 2-bdrm. - e,f,j trains.",143186772,Femi,QUEENS,Jamaica,40.694990,-73.799100,"Entire home/apt",130,2,95,2019-06-27,4.19,1,117
20136121,"1 bd cozy house near beach",90751766,Valeriy,"STATEN ISLAND","Midland beach",40.572940,-74.096150,"Entire home/apt",90,4,8,2019-05-29,0.40,1,179
20136828,"2 bd cozy house",143199593,Val,"STATEN ISLAND","Midland beach",40.575090,-74.096060,"Entire home/apt",105,4,20,2019-06-10,1.05,1,358
20136870,"1 bedroom central park / balcony /columbus circle",131647128,Emily,MANHATTAN,"Upper west side",40.775480,-73.989650,"Entire home/apt",190,30,5,2019-02-21,0.38,25,181
20137347,"Cozy one bedroom in spanish/east harlem",51532290,Janelle,MANHATTAN,"East harlem",40.798150,-73.934750,"Entire home/apt",82,2,3,2017-08-24,0.13,1,0
20137576,"Room in a charming and spacious apartment in dumbo",19990362,Sara,BROOKLYN,"Vinegar hill",40.701490,-73.980910,"Private room",69,5,5,2019-04-19,0.22,1,166
20137618,"Best sun-filled room in nyc with private terrace!",2068274,Vinko,MANHATTAN,"East village",40.727170,-73.980640,"Private room",99,3,2,2018-08-30,0.09,1,0
20137770,"Private room in doorman building in downtown bk",34365131,Sarah,BROOKLYN,"Downtown brooklyn",40.695910,-73.983350,"Private room",58,5,1,2017-08-13,0.04,1,0
20138516,"Private, elegant, apartment with beautiful garden",94676949,Althea,BROOKLYN,"East flatbush",40.641300,-73.923600,"Entire home/apt",100,2,97,2019-07-07,4.38,1,30
20139305,"Spacious 1br near park & subways",6985109,Geoffrey,BROOKLYN,"Prospect heights",40.673350,-73.967630,"Entire home/apt",121,9,21,2019-06-18,1.14,1,179
20139611,"R#1very nice, comfortable, quiet and peaceful room",95958773,Maryna,BROOKLYN,"Brighton beach",40.577170,-73.960800,"Private room",95,1,7,2019-06-27,0.32,3,342
20141920,"12 mins to manhattan, 25 mins to times square.",136812761,Wendy,BROOKLYN,Bedford-stuyvesant,40.695370,-73.935980,"Entire home/apt",389,1,107,2019-07-06,4.77,3,64
20145152,"Corner top floor apt - williamsburg",1318986,May,BROOKLYN,Williamsburg,40.708290,-73.956820,"Entire home/apt",90,1,0,2000-01-01,0.00,1,0
20147537,"Paradise room (private room)",142812843,Eugene,MANHATTAN,"East harlem",40.791040,-73.938050,"Private room",75,1,12,2017-11-05,0.51,2,0
20147628,"Beautiful modern apartment with private deck!",4391397,Eva,BROOKLYN,"Windsor terrace",40.657830,-73.982360,"Entire home/apt",150,2,4,2019-04-28,0.34,2,4
20147886,"Nice clean and quiet bedroom in two bedroom app",119680716,Petar,BROOKLYN,Kensington,40.636800,-73.968570,"Private room",35,1,6,2017-08-26,0.26,1,0
20148004,"Sublet in brooklyn",143330206,Adi,BROOKLYN,Bedford-stuyvesant,40.687050,-73.926060,"Private room",45,5,2,2017-09-14,0.09,1,0
20148331,"Big-3 bdrm house, 1hr to manhattan, near beach",7927832,Yulia,"STATEN ISLAND","Bay terrace, staten island",40.551820,-74.144390,"Entire home/apt",150,3,1,2018-08-16,0.09,1,0
20148616,"1 bedroom / high floor / balcony /columbus circle",131647128,Emily,MANHATTAN,"Upper west side",40.771040,-73.985220,"Entire home/apt",190,30,6,2019-05-16,0.31,25,190
20149300,"Crown heights guest house 3r3l",74541079,Abraham,BROOKLYN,"Crown heights",40.669550,-73.935760,"Entire home/apt",199,4,7,2019-04-29,0.34,9,89
20149318,"Wonderful room for rent in the bronx",19297877,Albena,BRONX,Bronxdale,40.855270,-73.867190,"Private room",35,1,21,2018-12-11,0.96,1,284
20149903,"2 amazing bedrooms near airport free parking",143351162,Marcia,QUEENS,"Queens village",40.707230,-73.729480,"Private room",75,1,16,2018-09-20,0.71,1,342
20150588,"Spacious room in woodside, queens",30998389,"Antonio josé",QUEENS,Woodside,40.753980,-73.900830,"Private room",40,10,1,2018-12-02,0.14,1,0
20150770,"Luxury condo- private room + bath w cable tv/w/d",75967547,Kristin,MANHATTAN,Harlem,40.805240,-73.952540,"Private room",99,2,17,2018-12-03,0.73,2,0
20150874,"Modern and artsy bedroom on top floor of duplex",30933708,Emmanuel,BROOKLYN,Bushwick,40.697110,-73.915190,"Private room",75,2,8,2018-07-16,0.35,1,0
20151455,"Charming room",139357580,Shuly,QUEENS,"Ditmars steinway",40.772320,-73.903690,"Private room",40,2,101,2019-06-23,4.29,8,279
20152264,"Spacious, cozy, fully equipped apartment with ac",10461088,Noam,BROOKLYN,"Carroll gardens",40.683100,-73.999450,"Entire home/apt",180,4,0,2000-01-01,0.00,1,0
20152950,"Sunny spacious 1br yard roof at grattanhouse",128414475,Nitya,BROOKLYN,Williamsburg,40.706090,-73.928280,"Private room",91,1,3,2017-08-27,0.13,3,0
20153102,"Guest room in high ceiling duplex, williamsburg! 3",40511252,Auset,BROOKLYN,Williamsburg,40.707540,-73.952910,"Private room",55,30,3,2018-11-01,0.28,3,0
20153395,"Room in the best location in the lower east side",52127857,Beto,MANHATTAN,"Lower east side",40.718100,-73.981670,"Private room",120,2,1,2018-02-23,0.06,2,0
20153406,"1 bedroom by empire state building/penn station",56784103,Lisa,MANHATTAN,"Kips bay",40.744820,-73.978270,"Private room",69,15,25,2019-05-18,1.10,1,29
20153703,"Sunny large bedroom in shared apartment (w harlem)",48878986,Kaylie,MANHATTAN,Harlem,40.820860,-73.951190,"Private room",60,3,1,2017-08-06,0.04,1,0
20154569,"Flatiron loft 3br/1.5 bath best location
30 days",35635299,Mel,MANHATTAN,Midtown,40.743530,-73.983640,"Entire home/apt",333,30,66,2019-06-23,2.81,1,210
20155633,"The emerald of queens/30 mins from nyc!",126504342,Otto,QUEENS,Flushing,40.762710,-73.795950,"Private room",50,2,74,2019-06-26,3.19,1,246
20155838,"Clean homey renovated convenient 15m to manhattan",131035061,Lucky,QUEENS,Sunnyside,40.746300,-73.913880,"Private room",60,3,105,2019-06-14,4.49,2,90
20155864,"New house in rockaway beach, nyc!",519720,Anna,QUEENS,Arverne,40.594250,-73.795060,"Entire home/apt",150,2,2,2019-03-11,0.09,1,309
20156079,"Chic williamsburg apartment 2 bedroom",126531152,Francesca,BROOKLYN,Williamsburg,40.713000,-73.943810,"Entire home/apt",150,1,4,2017-08-14,0.17,1,0
20156382,"The baby "o"",143431362,Okela,BROOKLYN,"East flatbush",40.638310,-73.945720,"Private room",89,1,14,2019-05-05,0.62,1,364
20162513,"Cozy studio close to broadway and times square",683142,Jose,MANHATTAN,"Hell's kitchen",40.762420,-73.994820,"Entire home/apt",135,2,3,2017-12-26,0.13,1,0
20163695,"*spacious* artist’s home, mins to nyc, near train",43623968,Lauren,QUEENS,"Rego park",40.728350,-73.861080,"Entire home/apt",115,1,78,2019-06-12,3.51,1,343
20163793,"Spacious studio in residential neighborhood",90463984,Isabelle,QUEENS,"Richmond hill",40.699700,-73.842360,"Entire home/apt",100,7,3,2019-06-24,0.17,3,324
20164612,"Plant haven: cozy, spacious room in manhattan",72377141,Ben,MANHATTAN,"Upper west side",40.800120,-73.968960,"Private room",76,7,2,2017-11-25,0.09,3,0
20164634,"Quiet 1br in ft greene! close to ft greene park",12586279,Sophia,BROOKLYN,"Fort greene",40.688410,-73.972830,"Entire home/apt",110,2,5,2017-11-23,0.22,1,0
20164923,"1br w/ private bath - brooklyn loft with roof-deck",119260265,Melissa,BROOKLYN,"Clinton hill",40.688780,-73.961560,"Private room",60,5,4,2019-01-04,0.17,1,0
20165918,"Private room near lga",52361698,Johanna,QUEENS,"East elmhurst",40.762790,-73.874290,"Private room",40,1,1,2019-07-02,1.00,1,226
20165947,"Bright & spacious artist loft in bk!",17290200,Martina,BROOKLYN,Williamsburg,40.705030,-73.936990,"Private room",50,7,1,2017-08-28,0.04,1,0
20166475,"Large, quiet, sunny room: close to manhattan & lga",30442701,"Nick & nadia",QUEENS,Astoria,40.765100,-73.913040,"Private room",49,3,36,2018-06-21,1.55,1,0
20166644,"Cozy, quiet convenient in prime soho",84143174,Lindsey,MANHATTAN,Nolita,40.724270,-73.993870,"Entire home/apt",200,1,13,2019-05-26,0.56,1,0
20167264,"Gorgeous "smart" room in manhattan 30 min to wtc",10109608,Aj,MANHATTAN,Harlem,40.811450,-73.950670,"Entire home/apt",65,3,9,2017-11-09,0.40,2,0
20167609,"Large sunlit private room in williamsburg",21619571,Andrew,BROOKLYN,Williamsburg,40.712720,-73.963780,"Private room",68,1,1,2017-08-20,0.04,1,0
20167736,"Renovated luxury apt $199/sleeps 4, labor day wknd",21060836,Laura,MANHATTAN,Midtown,40.753400,-73.971860,"Entire home/apt",199,3,0,2000-01-01,0.00,2,0
20167771,【ｱｸｾｽ抜群】空港10分･ﾏﾝﾊｯﾀﾝ10分!駅徒歩5分の好立地なお部屋です,143534216,Hiroko,QUEENS,Elmhurst,40.746600,-73.888120,"Private room",80,2,8,2017-10-14,0.35,1,0
20169817,"Eclectic ny apartment 15 minutes to lga & jfk",143555322,Shuvo,QUEENS,"Jamaica hills",40.710620,-73.801450,"Private room",50,1,4,2017-08-18,0.17,1,0
20170372,"Spacious room an beautiful view to pedestrian zone",143554049,Leslie,QUEENS,Ridgewood,40.700610,-73.911000,"Private room",78,3,60,2019-06-30,2.66,1,291
20170965,"Luxe restored catholic church turned apts 1br/.5ba",22375303,Elle,BROOKLYN,Bedford-stuyvesant,40.681850,-73.930600,"Private room",65,1,87,2019-06-23,3.75,2,254
20171018,"Comfortable convenient williamsburg bedroom!",50688724,S.a.,BROOKLYN,Williamsburg,40.706390,-73.955520,"Private room",55,3,58,2019-06-10,2.50,2,298
20171179,"House of rain
(because i’m a pluviophile)",141141822,Tiffany,MANHATTAN,Harlem,40.810780,-73.944820,"Private room",63,3,50,2019-06-30,3.01,1,315
20171270,"Neat cozy  room plus private entrance paid parking",124860677,Jim&lisa,QUEENS,Flushing,40.756860,-73.813270,"Private room",43,2,65,2019-06-07,2.87,6,364
20171578,"Experience the heart of hell's kitchen.",126641287,"Larry raul",MANHATTAN,"Hell's kitchen",40.765050,-73.987570,"Private room",140,2,54,2018-05-22,2.36,1,0
20171599,"Luxury mini suite.",740812,Monica,BRONX,"Westchester square",40.837580,-73.843820,"Entire home/apt",72,2,35,2019-06-23,1.52,2,129
20171625,"Apt. & the city.",75360607,Fernando,QUEENS,Sunnyside,40.740260,-73.925170,"Entire home/apt",199,4,63,2019-06-01,2.81,2,61
